pdf_page_id,source_id,source_path,repo_canonical_path,pdf_sha256,page_number,page_count,page_type,text_chars,text_excerpt,visual_review_batch,visual_review_status,notes
pdf_0055,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,22,59,text_dominant,847,"[RESTRICTED: owner formula, costing, and safety research]",relocated_product_structure_pages,reviewed,Public extraction redacted; consult the controlled owner source only with explicit authorization.
pdf_0056,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,23,59,text_dominant,1267,"crystals and possible variations using house hold wasted or preserved ingredients. Prayer oil, alter oil, Florida water adjacent, no culture appropriation needed. binary neutral If you want next precision: I can now generate: Full Squarespace product page copy * Retail pricing matrix * Trade secret internal formula sheet template * Professional NDA draft * C",relocated_product_structure_pages,reviewed,
pdf_0057,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,24,59,text_dominant,891,"* Build authority without medical claims Posting rhythm: 3 Reels/week 2 Static posts/week 1 Direct CTA/week Stories daily (lightweight) Platform focus: Instagram (primary), cross-post to TikTok. WEEK 1 — FOUNDATION + TRUST Goal: Clarify positioning. Day 1 – Reel “Four Oils. Nothing Else.” Close-up oil texture + label. Caption: Minimal ingredients. Maximum hy",relocated_product_structure_pages,reviewed,
pdf_0058,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,25,59,text_dominant,820,Goal: Position as barrier-aware. Day 8 – Reel “What over-exfoliation does to your skin barrier.” No medical claims. Day 9 – Static Why fewer ingredients matter. Day 10 – Reel “Why I don’t add fragrance to my main blend.” Day 11 – Story Behind-the-scenes small batch mixing. Day 12 – Static Refill program announcement. Day 13 – Reel “How long does a 4 oz last?,relocated_product_structure_pages,reviewed,
pdf_0059,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,26,59,mixed,678,WEEK 4 — EXPANSION + NEW CLIENTS Goal: Add external buyers. Day 22 – Reel Origin story (no eczema mention). Day 23 – Static FAQ: Is it safe for sensitive skin? Day 24 – Reel Men’s grooming use (beard conditioning). Day 25 – Story Countdown sticker to batch drop. Day 26 – Static Bundle offer (4 oz + refill card). Day 27 – Reel Top 5 ways to use this oil. Day ,relocated_product_structure_pages,reviewed,
pdf_0060,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,27,59,text_dominant,1017,Conversion rule: Always position 4 oz as default. Sales Language Template Instead of: “Do you want to buy one?” Say: “Most of my clients use the 4 oz between visits.” That shifts expectation. If you want refinement: I can now provide: * Exact captions for all 30 posts * Reel hook scripts * A content batching plan * Or a 90-day growth strategy Choose the next,relocated_product_structure_pages,reviewed,
pdf_0061,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,28,59,text_dominant,762,"VISUAL RESET (Week 0 – Before Posting) 1. Clean product photography: * Neutral background (linen, stone, wood) * Close-up oil sheen on skin * 4 oz bottle featured most prominently * No clutter 2. Label refinement: Minimal front. No excessive text. Strong hierarchy: Brand Product name Benefit line Size 3. Bio rewrite (Business Account): ⠀“Small-batch, 100% vi",relocated_product_structure_pages,reviewed,
pdf_0062,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,29,59,text_dominant,718,Batch available now. Limited release. WEEK 2 — Education Goal: Authority without medical claims. Day 8 – Reel “What barrier-focused hydration means.” Day 10 – Static Why fewer ingredients matter. Day 12 – Reel Difference between sealing moisture vs adding water. Day 14 – CTA “4 oz is the size most clients use.” WEEK 3 — Use Cases Goal: Expand perceived utili,relocated_product_structure_pages,reviewed,
pdf_0063,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,30,59,mixed,650,"“Batch closes in 48 hours.” Day 30 – Final push “Next batch date TBD.” IN-SERVICE CONVERSION SCRIPT After treatment: “This is the blend I recommend between visits. Most clients use the 4 oz.” No optional tone. Neutral, confident. PRICING STRUCTURE (Stable) 2 oz — $20 4 oz — $48 4 oz Refill — $42 Push 4 oz as default. VISUAL CONSISTENCY RULES Always feature 4",relocated_product_structure_pages,reviewed,
pdf_0064,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,31,59,text_dominant,996,"Repeat monthly with slight variation. If under 20: Then expansion channel becomes necessary. FINAL STRUCTURE This relaunch is not about aesthetics. It is about: Clear identity Clear hero product Clear purchasing rhythm Clear urgency Everything else is secondary. If you want next layer precision, I can now provide: Exact caption copy for each post * A shot li",relocated_product_structure_pages,reviewed,
pdf_0065,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,32,59,text_dominant,784,* Cropped overlays * Masked shapes behind product * Website hero sections Avoid: Overly glossy beauty ads. Heavy makeup looks. Over-Photoshopped skin. 2\. Natural Hair / Loc Representation (Secondary Use) Search terms: “natural hair locs close up” * “black woman natural skin minimal makeup” * “natural hair hydration close” * “black man beard close up neutral,relocated_product_structure_pages,reviewed,
pdf_0066,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,33,59,text_dominant,798,"Adobe Stock – Best quality consistency Nappy – Excellent representation The Gender Spectrum Collection – Inclusive representation If budget allows, Adobe Stock gives the most cohesive aesthetic. HOW TO USE STOCK (Design Control) Never: Post raw stock photo alone. Always: * Overlay brand color wash (10–20% opacity) * Add serif headline * Control crop tightly ",relocated_product_structure_pages,reviewed,
pdf_0067,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,34,59,text_dominant,957,"Product leads. If the page starts looking like generic beauty ads, you’ve lost identity. If you want precision: I can now give you: * Exact search keywords you can paste into Adobe Stock * Or a 9-post mock grid layout blueprint with placement instructions Pick one. You’ll get both — but structured so you can execute immediately inside **Adobe Stock** and the",relocated_product_structure_pages,reviewed,
pdf_0068,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,35,59,text_dominant,857,2. black woman natural skin close up minimal makeup 3. black man beard close up neutral background 4. natural hair texture macro 5. melanin skin glow natural light ⠀Crop tight. Avoid full lifestyle scenes. Minimal Clinical (Use Sparingly) 1. minimal skincare flat lay neutral 2. clean white bathroom counter natural light 3. minimal skincare background soft sh,relocated_product_structure_pages,reviewed,
pdf_0069,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,36,59,mixed,595,Headline: FOUR OILS. NOTHING ELSE. Small subtext: Proprietary 100% Virgin Cold-Pressed Oil Blend. No photo. Pure design. Post 2 (Hero Bottle) Use: Clean cut-out of 4 oz bottle. Background: Soft Sand (#E8DFD6) Minimal drop shadow. No clutter. Post 3 (Oil Macro) Use: ### golden oil macro texture Overlay: Low-opacity brand color wash (10%) Text bottom corner: B,relocated_product_structure_pages,reviewed,
pdf_0070,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,37,59,mixed,488,Text: What “Barrier Support” Means. Short 3-line explanation. Post 6 (4 oz Hero Again) Angle variation of bottle. Caption pushes: “This is the size most clients use.” ROW 3 Post 7 (Texture – Linen or Stone) Use: ### linen fabric beige flat lay Center text: Small Batch Crafted. Post 8 (Use Case Graphic) Split layout: Left: Oil drop macro Right: Text list: Ski,relocated_product_structure_pages,reviewed,
pdf_0071,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,38,59,text_dominant,772,"Refill Eligible. DESIGN RULES FOR ALL 9 POSTS Serif headline, clean sans body. * Keep text under 12 words per graphic. * Never crowd edges. * Keep negative space. * Push 4 oz visually more than 2 oz. * Desaturate stock slightly to unify tone. Why This Works You: * Control aesthetic through design. * Use stock as support. * Establish product authority. * Crea",relocated_product_structure_pages,reviewed,
pdf_0072,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,39,59,text_dominant,724,"Clinical) Headline Serif: **Cormorant Garamond** Use: SemiBold / Medium All caps for product name Tracking: +60 Body Sans: **Neue Haas Grotesk Text** Use: Regular Clean, professional, neutral This pairing feels elevated without being decorative. Pairing Option B (Modern, Minimal, Slightly Warmer) Headline Serif: **Canela** Body Sans: **Avenir Next** Feels lu",relocated_product_structure_pages,reviewed,
pdf_0073,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,40,59,text_dominant,731,Deep Sesame #5C4A3D Charcoal #1F1F1F Accent Amber Glow #C88E5B Muted Rose #D8A6A0 Clinic Blue (education posts only) #B7C9D3 Rule: Cream + Sand dominate 70% of feed. Amber Glow only for CTA. Clinic Blue only for education. Never introduce additional colors. 3\. Caption Copy for the 9-Post Grid Keep captions minimal. No essays. Post 1 — FOUR OILS Four cold-pr,relocated_product_structure_pages,reviewed,
pdf_0074,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,41,59,mixed,656,Moisture retention matters. Lightweight enough for daily use. Rich enough to last. Post 5 — Barrier Education What does “barrier support” mean? It means protecting moisture already in your skin — not stripping it away. Less ingredients. More intention. Post 6 — 4 oz Push Most clients choose the 4 oz between visits. Longer use. Better value. Refill eligible. ,relocated_product_structure_pages,reviewed,
pdf_0075,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,42,59,text_dominant,1084,"* Locked color system * Caption copy * Grid layout plan * Positioning clarity This is cohesive enough to relaunch cleanly. If you want next precision, I can now give you: A one-page brand guideline PDF structure * Or a homepage website copy rewrite aligned to this identity * Or a 60-day growth model tied to selling 30–50 units monthly Choose one. Exact layou",relocated_product_structure_pages,reviewed,
pdf_0076,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,43,59,text_dominant,812,* Placing bottle over stock background * Color grading * Water light overlays This is where the visual polish happens. Export final bottle composite as: High-res JPEG or PNG. 3\. InDesign → Not Necessary for Social InDesign is unnecessary for Instagram posts. Unless you are building: * Print materials * Multi-page PDF brand guidelines * Media kits For social,relocated_product_structure_pages,reviewed,
pdf_0077,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,44,59,mixed,699,Build 3 Photoshop templates: Template A – Hero Product Template B – Texture + Headline Template C – Education Graphic Then duplicate. That gives you all 9 posts quickly. Post 1 (Pinned Replacement) Structure: Background: Soft Sand or water light texture Centered bottle (4 oz only) Headline above: PROPRIETARY 100% VIRGIN COLD-PRESSED OIL BLEND Subline below: ,relocated_product_structure_pages,reviewed,
pdf_0078,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,45,59,text_dominant,840,"If you want precision next: I can now give you: Exact layout wireframes for all 9 posts (spacing, hierarchy, alignment) * Or step-by-step Smart Object bottle mockup setup instructions Choose one. Good. We simplify and lock it. You do **not** need a full logo system before relaunch. You need a clean, controlled label. You said: * The hand icon is the heart. *",relocated_product_structure_pages,reviewed,
pdf_0079,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,46,59,text_dominant,879,"Option 3: **Allison Script** (cleaner, modern) Use: Medium weight. Not overly flourished. Tracking normal. Only the word: Amber Nothing else in script. Sans Serif (Everything Else) Use one: **Neue Haas Grotesk Text** or **Inter** (clean, modern) or **Avenir Next** Use: ESSENTIAL OILS → All Caps, tracking +120 Body copy → Regular weight Ingredients → 8–9pt eq",relocated_product_structure_pages,reviewed,
pdf_0080,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,47,59,text_dominant,806,BACK PANEL TEXT (Clean) Description: A handcrafted blend of four 100% virgin cold-pressed oils formulated to support moisture retention and soften skin and hair. Directions: Apply to damp skin or scalp and massage gently. Caution: For external use only. Avoid contact with eyes. Storage: Store away from heat and direct sunlight. MFG: ____ Batch #: ____ 12M (P,relocated_product_structure_pages,reviewed,
pdf_0081,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,48,59,text_dominant,853,Do not introduce more than 2 text colors. WHAT NOT TO DO No: * Gradient backgrounds * Water splashes on label * Rose petals printed on label * Ingredient illustrations * Too many font weights * Script for anything except “Amber” Minimal = premium. Production Flow 1. Vectorize hand icon cleanly in Illustrator. 2. Set “Amber” in script. 3. Lock spacing and ali,relocated_product_structure_pages,reviewed,
pdf_0082,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,49,59,text_dominant,784,"Stroke: 0.75 pt That creates breathing room between lines. Do not make both strokes the same weight. Color Choice (Not Automatically Black) You have three controlled directions. Option 1 — Deep Sesame Frame (Warmer, Elevated) Stroke Color: Deep Sesame CMYK approx: 35 / 55 / 65 / 40 This feels premium and softer than black. Option 2 — Charcoal Frame (Modern M",relocated_product_structure_pages,reviewed,
pdf_0083,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,50,59,text_dominant,702,"Ratio Rule Total border area (outer to inner spacing) Should equal approx: 8–12% of label width Too wide = frame dominates. Too narrow = pointless. Important The border is structured. Typography is hero. If the border is the most noticeable thing, you went too heavy. Now answer this: Do you want the border to feel: A) Warm + organic B) Minimal + modern C) Ed",relocated_product_structure_pages,reviewed,
pdf_0084,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,51,59,mixed,612,X = 0.20 Y = 0.20 W = 3.5 − (0.40) = **3.10 in** H = 4 − (0.40) = **3.60 in** Stroke: 1 pt Align stroke to inside INNER BORDER Inset from outer border: **0.15 in** X = 0.35 Y = 0.35 W = 3.5 − (0.70) = **2.80 in** H = 4 − (0.70) = **3.30 in** Stroke: 0.75 pt Align stroke to inside SAFE TYPE AREA Keep all types inside: X = 0.50 Y = 0.50 W = 3.5 − 1.00 = **2.50,relocated_product_structure_pages,reviewed,
pdf_0085,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,52,59,text_dominant,788,"CMYK: 35 / 55 / 65 / 40 Amber Accent (If used for script only) HEX: ** #C88E5B** CMYK: 20 / 45 / 65 / 10 Muted Rose (Secondary Accent, optional) HEX: ** #D8A6A0** CMYK: 10 / 35 / 30 / 0 DOUBLE BORDER COLOR STRUCTURE OPTIONS Option A (Warm Editorial) Outer: #5C4A3D Inner: 70% tint of #5C4A3D Option B (Minimal Modern) Outer: #1F1F1F Inner: 70% tint of #1F1F1F ",relocated_product_structure_pages,reviewed,
pdf_0086,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,53,59,mixed,597,Relative to this grid. STRUCTURE: Rippled Double Border (Controlled) Keep base geometry clean first. Artboard: 3.5 in × 4 in Base Outer Border X: 0.25 Y: 0.25 W: 3.00 H: 3.50 Stroke: 0.75 pt Base Inner Border X: 0.40 Y: 0.40 W: 2.70 H: 3.20 Stroke: 0.5 pt Align strokes inside. HOW TO CREATE RIPPLE (Illustrator) 1. Select outer border. 2. Effect → Distort & T,relocated_product_structure_pages,reviewed,
pdf_0087,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,54,59,mixed,618,"VISUAL RULE If ripple is visible at arm’s length, it’s too much. It should feel like: Light refracting through glass. Not: Hand-drawn frame. COLOR FOR WATER EFFECT Outer border: HEX #D6E2E8 Inner border: HEX #BFC7CC Very soft. No dark outline. IMPORTANT Do not ripple all sides equally in heavy curves. The ripple should: Feel organic * Be consistent in amplit",relocated_product_structure_pages,reviewed,
pdf_0088,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,55,59,text_dominant,714,DESIGN PRINCIPLE Water simplicity is: Movement + restraint. Too much ripple = decoration. Too little ripple = pointless. Subtle distortion = elevated. Now build the rippled frame and send a screenshot. I’ll tell you if the distortion is tension-balanced or too expressive. Good. Then strip weight out of everything. Water hydration simplicity means: Air * Ligh,relocated_product_structure_pages,reviewed,
pdf_0089,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,56,59,mixed,507,Stroke: 0.5 pt Align strokes to inside. 2\. BORDER COLOR (Water Tone) No black. Use: Soft Hydration Grey HEX: ** #BFC7CC** or Very Light Blue-Grey HEX: ** #D6E2E8** CMYK approx: 10 / 2 / 4 / 0 Border should not be darker than text. It should feel like mist. 3\. BACKGROUND Warm Cream is too warm for “water.” Switch to: Hydration Off-White HEX: ** #F8FAFB** Ve,relocated_product_structure_pages,reviewed,
pdf_0090,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,57,59,mixed,592,5\. SCRIPT COLOR Do not use Amber Glow if you want water simplicity. Use: Deep Slate HEX: ** #31454F** Or same graphite tone. Everything monochromatic = calm. 6\. TYPE SPACING (Critical for Simplicity) Amber script Visual height: 0.9–1.0 in Spacing below: 0.6× its height Purely Essential Tracking: +200 Descriptor line Tracking: +100 Net weight Tracking: +150,relocated_product_structure_pages,reviewed,
pdf_0091,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,58,59,text_dominant,1377,(script) PURELY ESSENTIAL Cold-Pressed Oil Blend Net 4 fl oz (118 mL) Nothing else. No tagline. No extra copy. No density. 9\. If You Want It Even More Water Remove double border entirely. Use a single 0.5 pt stroke only. Or remove border completely and rely on negative space. Water simplicity is about restraint. Now answer: Do you want the frame to feel lik,relocated_product_structure_pages,reviewed,
pdf_0092,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE. 2.pdf,,19ffede05dc7164869e56e9b809b1bdde24a8870b4673fb81faa308361e2602d,59,59,mixed,180,"care the most. Because your skin has memory — and everyone deserves to treat it with intention. To donate or learn more, visit Amber’s Essential Oils online or contact us directly.",relocated_product_structure_pages,reviewed,
pdf_0093,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,1,32,visual_dominant,33,AMBER’S ESSENTIAL OILS STRUCTURE.,relocated_product_structure_pages,reviewed,
pdf_0094,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,2,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0095,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,3,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0096,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,4,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0097,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,5,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0098,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,6,32,visual_dominant,32,[Amber's essential touch assets],relocated_product_structure_pages,reviewed,
pdf_0099,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,7,32,visual_dominant,28,"( )<!-- {""embed"":""true""} -->",relocated_product_structure_pages,reviewed,
pdf_0100,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,8,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0101,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,9,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0102,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,10,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
pdf_0103,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./AMBER’S ESSENTIAL OILS STRUCTURE..pdf,,9d9c0b91fa4d873454cdce7bc3bf6f73925e1c9880b338e18ae5ffd8b256a17c,11,32,visual_dominant,0,,relocated_product_structure_pages,reviewed,
